query,url,page_target_score,ranking_target_score,critical_search_score,rank_prior_score,quality_band,d50_focus_query,label_source,labeler,notes
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,77.8225,67.8833,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна отзывы,https://kupiokno.ru/otziv,32.6,43.9915,39.6965,77.5,blocked,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна отзывы,https://irecommend.ru/catalog/list/9986-9990,72.5,73.9842,86.2278,70.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна отзывы,https://ratingplastic.ru/,72.7,71.3853,79.5755,62.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна отзывы,https://www.ozon.ru/category/plastikovye-okna-34491/review/,25.7,30.3137,11.5313,55.0,blocked,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна отзывы,https://oknarating.ru/plastika-okon/opinions,62.1,60.0157,70.5911,47.5,low,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна отзывы,https://www.oknamedia.ru/otzyvy,35.9,37.5166,40.3905,40.0,blocked,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна отзывы,https://www.fabrikaokon.ru/otzyvy.html,73.4,65.1522,81.1281,32.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Москва,https://lemanapro.ru/catalogue/vhodnye-dveri/,32.3,45.4999,16.4927,100.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Москва,https://100-dverei.ru/,81.1,84.5273,86.4684,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Москва,https://169.ru/vhodnye-dveri/,78.9,81.2262,85.0544,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Москва,https://dveri-komandor.ru/,76.2,77.4673,82.6555,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Москва,https://www.moscow-steel.ru/,80.7,77.1907,85.2115,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Москва,https://mosdvery.ru/categories/vkhodnye-dveri,73.0,70.4499,83.5994,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Москва,https://dverin.pro/,79.3,73.1461,87.0337,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Москва,https://dverid.ru/,77.1,69.6614,84.3957,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Москва,https://doorstreet.ru/,74.3,66.0727,83.5446,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Санкт-Петербург,https://spb.dveri-tmk.ru/catalog/vhodnye-dveri/,71.6,79.0205,77.5234,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Санкт-Петербург,https://spb.dverimagnat.ru/,79.5,83.0416,83.1772,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Санкт-Петербург,https://spb.lemanapro.ru/catalogue/vhodnye-dveri/,32.4,42.233,17.3001,85.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Санкт-Петербург,https://slavnie.ru/catalog/vkhodnye_dveri/,74.2,76.0108,81.2119,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Санкт-Петербург,https://guardian-spb.ru/,74.2,73.9875,79.2232,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Санкт-Петербург,https://www.mk-doors.ru/dveri/vhodnye-dveri/,75.9,72.2,83.2801,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Санкт-Петербург,https://doorsmetallic.ru/,75.0,69.1273,78.0152,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Санкт-Петербург,https://spb.mall-of-doors.ru/catalog/dveri-v-dom/,79.1,71.0131,85.1407,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Санкт-Петербург,https://vhodniedveri-spb.ru/,73.6,65.4907,82.558,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Екатеринбург,https://ekb.dvernayamarka.ru/,73.9,80.4561,77.5876,100.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Екатеринбург,https://ekat.steklodom.com/catalog/vhodnye-dveri/,63.0,70.3642,66.8612,92.5,low,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Екатеринбург,https://dveron.ru/vhodnye-dveri,73.4,77.6074,83.6628,85.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Екатеринбург,https://sidoorov.ru/,71.4,73.7124,77.4627,77.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Екатеринбург,https://ekb.rusdver.net/,75.8,74.5435,76.3164,70.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Екатеринбург,https://ekaterinburg.mall-of-doors.ru/,79.0,75.8783,83.489,62.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Екатеринбург,https://door4u.ru/,66.6,64.6439,71.346,55.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Екатеринбург,https://ekaterinburg.lemanapro.ru/catalogue/vhodnye-dveri/,30.8,32.5409,16.7991,47.5,blocked,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Екатеринбург,https://dverhome.ru/,75.0,66.7875,73.9166,40.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Екатеринбург,https://ekaterinburg.dverimagnat.ru/,77.5,68.0093,83.2284,32.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Новосибирск,https://novosibirsk.dverimagnat.ru/,79.5,84.7998,83.3985,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Новосибирск,https://фабрикадверей.рф/,65.6,72.2088,68.4122,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Новосибирск,https://almaz-nsk.com/,74.0,77.3988,79.7923,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Новосибирск,https://novosibirsk.estetdveri.ru/catalog/vkhodnye-dveri/,77.5,78.257,82.5468,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Новосибирск,https://novosibirsk.mosdveri.ru/,76.4,75.758,81.933,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Новосибирск,https://nsk-dveri.ru/,75.7,73.297,79.9197,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери Новосибирск,https://centurion-door.ru/,69.4,66.7727,73.9644,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
