query,url,expert_target_score,label_source,labeler,notes,critical_score,important_score,supporting_score,rank_prior_score,cap_applied,cap_reasons,quality_band,top_positive_factors,top_negative_factors
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=72.0; cap=100.0,0.61457,0.725989,0.9874,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,page_structure:0.175|title_query_fit:0.352
пластиковые окна цена Санкт-Петербург,https://petrookna.ru/price,65.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=65.4; cap=100.0,0.62728,0.745226,0.65975,0.789474,100.0,,medium,crawl_indexability:1.000|media_and_internal_navigation:0.976|technical_metadata:0.892|offer_and_conversion:0.860,structured_support:0.000|canonical_consistency:0.150|page_structure:0.402|title_query_fit:0.404
пластиковые окна цена Санкт-Петербург,https://zavod-okon-spb.ru/,66.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=66.2; cap=78.0,0.62481,0.690488,0.5922,0.736842,78.0,critical_query_title_fit_weak,medium,canonical_consistency:1.000|text_sufficiency:1.000|crawl_indexability:0.930|offer_and_conversion:0.860,structured_support:0.000|heading_query_fit:0.200|title_query_fit:0.279|mobile_render_performance:0.439
пластиковые окна цена Санкт-Петербург,https://zavod-okna-pvh.ru/,79.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=79.4; cap=100.0,0.774661,0.79613,0.799367,0.684211,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.312|title_query_fit:0.393
пластиковые окна цена Санкт-Петербург,https://spb.okna-tseny.ru/,74.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=74.7; cap=100.0,0.687662,0.828537,0.737,0.631579,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.993,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.449
пластиковые окна цена Санкт-Петербург,https://okna-centre.ru/,76.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=76.9; cap=100.0,0.778408,0.761514,0.681683,0.578947,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|technical_metadata:0.978,structured_support:0.103|page_structure:0.427|title_query_fit:0.441
пластиковые окна цена Санкт-Петербург,https://ostekleniespb.ru/,83.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=83.2; cap=100.0,0.823278,0.846775,0.837483,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,structured_support:0.187|title_query_fit:0.445
пластиковые окна цена Екатеринбург,https://oknazavr.ru/ekaterinburg/plastikovye-okna/,70.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=content; raw_score=70.0; cap=100.0,0.663081,0.764905,0.755967,1.0,100.0,,medium,crawl_indexability:1.000|offer_and_conversion:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,canonical_consistency:0.150|title_query_fit:0.363|structured_support:0.375
пластиковые окна цена Екатеринбург,https://ekb.okna-olkon.ru/,74.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=74.8; cap=100.0,0.75572,0.725509,0.52825,0.947368,100.0,,medium,canonical_consistency:1.000|crawl_indexability:0.930|offer_and_conversion:0.860|text_sufficiency:0.850,structured_support:0.000|title_query_fit:0.407
пластиковые окна цена Екатеринбург,https://ekat.steklodom.com/windowsconstructor/,61.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=61.6; cap=78.0,0.545701,0.732618,0.761883,0.789474,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.945,structured_support:0.124|canonical_consistency:0.150|heading_query_fit:0.200|title_query_fit:0.328
пластиковые окна цена Екатеринбург,https://svoiokna96.ru/,63.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=63.7; cap=78.0,0.56705,0.729188,0.543,0.736842,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|media_and_internal_navigation:0.953|technical_metadata:0.937|text_sufficiency:0.850,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.297|secondary_commercial_details:0.400
пластиковые окна цена Екатеринбург,https://oknasravni.ru/ekaterinburg,66.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=content; raw_score=66.5; cap=78.0,0.678034,0.72876,0.641,0.578947,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|technical_metadata:0.966,structured_support:0.000|title_query_fit:0.286
пластиковые окна цена Новосибирск,https://novosibirsk.okna-plastikovyye.ru/,76.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=76.4; cap=78.0,0.671077,0.79738,0.9114,1.0,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|offer_and_conversion:1.000,title_query_fit:0.209|page_structure:0.349
пластиковые окна цена Новосибирск,https://oknazavr.ru/novosibirsk/plastikovye-okna/,69.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=content; raw_score=69.2; cap=100.0,0.655633,0.763025,0.755967,0.947368,100.0,,medium,crawl_indexability:1.000|offer_and_conversion:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,canonical_consistency:0.150|title_query_fit:0.361|structured_support:0.375
пластиковые окна цена Новосибирск,https://novosibirsk.zavod-okna-pvh.ru/,78.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=78.1; cap=78.0,0.738766,0.784326,0.799367,0.894737,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.312|title_query_fit:0.350|page_structure:0.425
пластиковые окна цена Новосибирск,https://r-okna.com/,78.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=78.7; cap=78.0,0.744684,0.789071,0.831883,0.842105,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,structured_support:0.159|title_query_fit:0.318
пластиковые окна цена Новосибирск,https://oknasravni.ru/novosibirsk,66.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=66.4; cap=78.0,0.670005,0.719925,0.599,0.789474,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|technical_metadata:0.967,structured_support:0.000|title_query_fit:0.286
пластиковые окна цена Новосибирск,https://mirokon-nsk.ru/,68.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=68.7; cap=100.0,0.646456,0.714909,0.64765,0.736842,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|technical_metadata:0.997|media_and_internal_navigation:0.938,structured_support:0.000|canonical_consistency:0.150
пластиковые окна цена Новосибирск,https://oknaveka.com/,75.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=75.1; cap=100.0,0.713472,0.769431,0.78195,0.684211,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|secondary_commercial_details:1.000|commercial_trust:0.968,structured_support:0.000|title_query_fit:0.377
пластиковые окна цена Новосибирск,https://plastikovye-okna-nsk.ru/,77.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=77.8; cap=100.0,0.728639,0.795284,0.9169,0.631579,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,title_query_fit:0.371|page_structure:0.383
пластиковые окна цена Новосибирск,https://sitc.ru/novosibirsk/okna/,70.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=content; raw_score=70.7; cap=100.0,0.718558,0.754387,0.7685,0.578947,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:0.953|crawl_indexability:0.930,title_query_fit:0.362
пластиковые окна цена Новосибирск,https://novosibirsk.lemanapro.ru/catalogue/plastikovye-okna/,25.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=product; raw_score=25.1; cap=35.0,0.143319,0.374925,0.03095,0.526316,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_commercial_trust_weak|important_extremely_thin_content,blocked,technical_metadata:0.640|mobile_render_performance:0.589|page_structure:0.380,semantic_query_fit:0.000|secondary_commercial_details:0.000|structured_support:0.000|media_and_internal_navigation:0.005
пластиковые окна цена Казань,https://plastikovye-okna-kazan.ru/,81.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=81.9; cap=100.0,0.764294,0.805707,0.9223,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,title_query_fit:0.399|page_structure:0.444
пластиковые окна цена Казань,https://vottakieokna.ru/,69.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=69.5; cap=100.0,0.658888,0.708328,0.579,0.947368,100.0,,medium,canonical_consistency:1.000|media_and_internal_navigation:1.000|crawl_indexability:0.930|commercial_trust:0.904,structured_support:0.000|heading_query_fit:0.358|title_query_fit:0.380
пластиковые окна цена Казань,https://kazan.okna-plastikovyye.ru/,73.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=73.5; cap=78.0,0.63188,0.78761,0.9114,0.894737,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|offer_and_conversion:1.000,title_query_fit:0.198|page_structure:0.298|heading_query_fit:0.414
пластиковые окна цена Казань,https://oknazavr.ru/kazan/,59.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=59.9; cap=78.0,0.530373,0.731941,0.680983,0.789474,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|media_and_internal_navigation:1.000|technical_metadata:0.973|offer_and_conversion:0.860,canonical_consistency:0.150|structured_support:0.187|title_query_fit:0.276|heading_query_fit:0.348
пластиковые окна цена Казань,https://www.okna-rubin.ru/,76.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=76.1; cap=100.0,0.728556,0.749596,0.8316,0.736842,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,page_structure:0.421
пластиковые окна цена Казань,https://oknamall.ru/,60.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=60.6; cap=82.0,0.553741,0.630318,0.6325,0.684211,82.0,important_canonical_points_elsewhere,low,text_sufficiency:1.000|crawl_indexability:0.930|media_and_internal_navigation:0.792,heading_query_fit:0.000|structured_support:0.000|canonical_consistency:0.250|title_query_fit:0.394
пластиковые окна цена Казань,https://kazan-ihlas.ru/,78.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=78.6; cap=100.0,0.779898,0.79002,0.737,0.631579,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000
пластиковые окна цена Казань,https://kazan.essokna.ru/,78.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=78.5; cap=100.0,0.744036,0.834551,0.8151,0.578947,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|offer_and_conversion:1.000|media_and_internal_navigation:1.000,title_query_fit:0.403
пластиковые окна цена Казань,https://kazan.zavod-okna-pvh.ru/,73.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=73.5; cap=78.0,0.697087,0.767832,0.799367,0.526316,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.312|page_structure:0.331|title_query_fit:0.336
пластиковые окна цена Краснодар,https://okna-zavod-krasnodar.ru/,77.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=77.0; cap=100.0,0.755361,0.738862,0.67575,1.0,100.0,,medium,canonical_consistency:1.000|crawl_indexability:0.930|commercial_trust:0.904|media_and_internal_navigation:0.881,structured_support:0.000|page_structure:0.385|title_query_fit:0.391
пластиковые окна цена Краснодар,https://oknazavr.ru/krasnodar/plastikovye-okna/,68.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=content; raw_score=68.8; cap=100.0,0.647987,0.763021,0.755967,0.947368,100.0,,medium,crawl_indexability:1.000|offer_and_conversion:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,canonical_consistency:0.150|title_query_fit:0.364|structured_support:0.375
пластиковые окна цена Краснодар,https://krasnodar.delaem-okna.ru/,80.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=80.4; cap=100.0,0.759654,0.796786,0.87045,0.894737,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,structured_support:0.352
